@type,@id,datePublished,headline,reviewBody,inLanguage,itemReviewed.@id,author.@type,author.name,author.url,reviewRating.@type,reviewRating.bestRating,reviewRating.worstRating,reviewRating.ratingValue,publisher.@id
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64b672131818ff066a842305,2023-07-18 13:05:55+00:00,Customer service once again has been…,"Customer service once again has been very poor from Tesla.I’ve got multiple issues with my 2020 model 3 - mostly build quality related. There is also an issue with keyless entry via smartphone which I’m told is a common problem and can’t be fixed.The experience with the service centre is poor from start to finish. It’s all done through the app so you can’t actually speak to a real person. They’ve not actually managed to fix the issues with my vehicle as they haven’t got the parts in stock (despite being told they’ve got what they need in stock already). When the app pinged to say my car is ready for collection, I turn up and then I’m told that it’s not actually ready yet. The whole customer experience with Tesla is so impersonal. Having owned BMWs, Volvos, Audis etc, I much prefer actually dealing with a real dealership, and the build quality of their cars is much better in my experience.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Oliver Harrup,https://www.trustpilot.com/users/64b67197ec34820013832252/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64b50d7622e6a7a1bca720c8,2023-07-17 11:44:22+00:00,Appalling experience with Tesla,"I took a lease on a Tesla Y a few months ago. It's a company car through my own business and was a no brainer on cost with tax savings etc. The purchase was amazing. Super smooth, rapid availability, very helpful. We had planned to get two more as company cars when the other directors' current leases expire. The car itself is really lovely to drive, fast, smooth. A delight. That's the 2 in the 2/10.But - the after care experience is beyond appalling and would definitely stop me choosing Tesla again.The car is delivered on a trailer with less than 50 miles charge. There's no handover briefing so you and Google have to work together on everything to find out how to do the most basic of functions like using the wipers. I get the advanced stuff being researchable, but really, not being able to turn the wipers on?!It's Tesla so I assumed it would be super-intuitive and anything I did research would be easy to follow and superbly done. It's not. Info is difficult to find, user experience on guides etc a 1/10.The charging station installed at the office was a farce. Advice we had from Tesla was appalling. Hours on the phone, paying for two electrician visits and finally a simple solution was there all along when we reached someone with UK knowledge.The voice commands are comical - nothing works. That means you have to use the screen for everything and that doesn't feel safe. I use Siri before the Tesla voice options.Last straw? I've just clipped the rear tyre - and I mean clipped. It's immediately flat. It's ok, that's my fault. I call the AA and they tell me there's not much point coming out as they can't do anything with a Tesla. I call Tesla support (always ages waiting on the phone). I can't get it sorted from the office. It has to go off on a Transporter to the Tesla centre 15 miles away. Not very eco! Waiting for the cost at the moment.  I could get it from a ""reputable"" tyre dealer - but they probably won't stock them.Sorry Tesla - the product is great, but support is totally awful.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Julie Fuge,https://www.trustpilot.com/users/587654db0000ff000a6b3069/,Rating,5,1,2,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64b24f6d2c52ecb8180e86ae,2023-07-15 09:49:01+00:00,Got outer track rod end replaced…,Got outer track rod end replaced estimate was for 1.5 hours actually took less than 1 hour yet still charged the 1.5 hours @£165.00 per hour.Was told that it was done quicker as the technician was experienced. 😂😂Of course a complaint is on its way to Tesla HQ.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Graham Owens,https://www.trustpilot.com/users/539f036a000064000179a4e8/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64b1c7f2618b2c1350bce949,2023-07-15 00:10:58+00:00,Never Tesla Again!!,"For solar panels, during the initial consultation, it was known that HOA insurance covers my roof. But I was told to pay 250$ regardless. They said they will send design within a week. Nothing for a month after couple of followups. They cancelled my order without notifying me of any reason in an email. And upon reaching customer service, reason provided was that HOA owns the roof!! And I will get my refund within a month!!!! You knew that from the get go!! I just landed 250$ to a large organization for 2 months interest free!!!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Dhwanit Desai,https://www.trustpilot.com/users/61bca2918145c40012df936e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64aeb794457b65617e937cfe,2023-07-12 16:24:20+00:00,Customer service is terrible.After…,"Customer service is terrible.After placing an order and awaiting the information to confirm the delivery date, no one has contacted me regarding this information. The next thing I know, my order has been canceled. According to the representative, I need to reorder and pay $250. I do not believe Tesla's customer service is the smartest propel. They are not trained to solve problems, but rather to avoid them. I find it very sad.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Anchalee Nesser Realtor,https://www.trustpilot.com/users/63a456a919faf0001295c5c5/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64ad52cb77c59ff7707804bc,2023-07-11 15:02:03+00:00,Shocking customer service and delivery,Shocking customer service and delivery service. Cancelled delivery 3 times for my vehicle. Paid £131k and the service is shocking. Offered me £100 for cancelled delivery and then want me to jump hoops to give them proof of travel. Then offered me 100 free super change miles when I have already got 3 years free superchange on my vehicle. After waiting 2.5 years for this car I hope I can get better service aftersales but I doubt this and now regreting the purchase now,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Ash,https://www.trustpilot.com/users/58a58b8a0000ff000a781ba4/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64ac5ba75a6cf2bc607d4b73,2023-07-10 21:27:35+00:00,Don’t by a Tesla is absolutely garbage,"Don’t by a Tesla is absolutely garbage, I bought 2018 22000 miles on it from tesla used cars section, I took it many times to their service location because of problems in the screen.they fixed it right still have same problems now they asking for 4000 dollars to fix it . I drove my Honda accord for over 230kmiles and still rolling like a clock.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,MIX MEDIA,https://www.trustpilot.com/users/64ac5ba1c034ca0012841af2/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64abfe74e8207c06c56718ec,2023-07-10 14:49:56+00:00,Where to start????,"Where to start????!  Collection service was diabolical. Car park miles away, unceremoniously given a card, a car park lot number and told to go and find my own car. No instructions on how to start the car, use the car, open the car, and they are not quite as intuitive as you would hope! Car only had circa 50 miles of charge, so by the time I got home I was nearly out which was incredibly stressful. Tesla app doesn’t work. Often car goes off line and I can’t access sat nav, radio etc. One month after getting the car it’s broken down completely, the touch screen doesn’t switch on at all so car unusable. 24 hours later trying to speak to Tesla as it’s still on warranty, no one answers the phone. Terrible experience, DO NOT GET A TESLA!!!!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Victoria Robinson,https://www.trustpilot.com/users/5e86d7324d2b5683eabe47b8/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64abba78ec3e7d7b8fc8a566,2023-07-10 09:59:52+00:00,Car delivered with barely 33miles…,Car delivered with barely 33miles charged even though they brag about giving 50% at least I bought a model Y expecting to get around 285miles as advertised Instead it says 260 miles. And good luck getting 260A Tesla Guy called me about this and he was so defensive of Tesla. He said 285 is testing range even though you can’t possibly get 280+ to even show on the screen. I got a bad battery from themAnd they want to cheap out on fixing the issue. Haven’t got the 100 miles of supercharge promised either And moreover. There’s like less than 10 supercharge points in London. Nothing in central except Westfield where you have to pay parking to have access to it. The whole thing is a joke zThis is London. You should have a 100 superchargers,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Mr Hamza Yaker,https://www.trustpilot.com/users/5ef92d0ad782a4834aae0a14/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64aba2ba5f7492909c282490,2023-07-10 08:18:34+00:00,I love Tesla,"I love Tesla, love design, and everything, but it takes forever to order the vehicle, pain in the ass",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,JKOU,https://www.trustpilot.com/users/649d304369be3f00122643f2/,Rating,5,1,3,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a8dbb841211d73ddb152bb,2023-07-08 05:44:56+00:00,nothing special even worse some chinses…,nothing special even worse some chinses e-car company,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,louis chen,https://www.trustpilot.com/users/64a8d3c72188510012f63ea9/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a884473c37bfd02e8f9f52,2023-07-07 23:31:51+00:00,Tesla. Where you don't matter once we've got your money,"As usual, Tesla did not miss an opportunity to disappoint. Wasted more hours of my life because the service ""tech"" didn't spent 1 minute reading the issue. Just sent a bewildered repairman to shake his head and wonder why",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Steven Kaufman,https://www.trustpilot.com/users/64a88441d50df500117de161/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a60b6fa05c588bd1b2f72f,2023-07-06 02:31:43+00:00,Tesla is cool for women,"Tesla is cool for women, unless you’re a man that has chosen to identify as a man",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Gars Benjamin,https://www.trustpilot.com/users/64a60613d19e410012ac28d3/,Rating,5,1,2,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a5da1e1d4ae5e51c3099de,2023-07-05 23:01:18+00:00,FAKE Delivery Dates to TRAP you!,"they promise 1 date to deliver the vehicle, get you in their trap and then hold you hostage to buy alternative available vehicle and then look at customer service support - see attachment, where the agent simply says, we only give estimates, have an electric day and leaves the chat!  - WAO Elon Musk! you have deteriorated customer experience by hiring these agents like Marvie!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Sunil Sood,https://www.trustpilot.com/users/5b351a474de5666d34fcf6bf/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a5be4779ece83bf6bd65b6,2023-07-05 21:02:31+00:00,The worst company ever,"The worst company ever. I have forty years as a car owner, and i had several brands, never imagined that a company could have a service like this, it is simply horrible.. My experience at TESLA LISBON at CORTE INGLES, has been a perfect disaster. Sales people have absolutely no attention to the client, never repply to phone calls or emails a disaster.  Never, Ever Try to buy a TESLA car. MR ELON MUSK OPEN YOUR EYES",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,João Neves,https://www.trustpilot.com/users/643ac9ed7b23480012e27b1e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a5bc1a0d223ebd0dc83dcb,2023-07-05 20:53:14+00:00,I've now sold my Tesla but the last 4…,I've now sold my Tesla but the last 4 years have been great. I have had to use their service centres 6 times and only Park Royal stood out as crappy. Everyone else was incredibly helpful and solved my issues without any drama or costs. The service rangers that come to you are a game changer.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Steve,https://www.trustpilot.com/users/4d958eba0000640001079301/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a4d4e8ee546472f0bbdc18,2023-07-05 04:26:48+00:00,My favorite car ever!,"From choosing my car, going through the extremely easy purchase process, to owning it I am blown away with each step!! I have an incredible car that is one of the safest on the road. The technology is amazing and I love driving anywhere I can! It’s sad that the complainers are usually the only ones who write reviews. Let’s go Tesla owners… tell everyone how awesome your car is!!",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,HSanchez,https://www.trustpilot.com/users/64a4d4d1bc4af40012f49a2a/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a45b8514d8833f4450196d,2023-07-04 19:48:53+00:00,Tesla service model is way better than traditional dealers,"Tesla’s service model is very different. I am sure some people have bad experiences at their local service centres but the one near me is great. From delivery day to the few times I’ve been in every interaction was very customer focused. I like using the app to communicate. And the best of all is the mobile service. My local mobile service tech has been to my house a few times and he’s quick, courteous and does great work. I won’t buy another car brand. This way of doing business is so much better than any dealer experience I’ve had.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Jay Rymal,https://www.trustpilot.com/users/63cc35ed3b87700012ad96f8/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a435e7089878d3328e4945,2023-07-04 17:08:23+00:00,Great car; horrible service and culture,Yes Tesla cars are fantastic; but the second you have to deal with Tesla service…you will be lied to constantly. You will then be forced to bribe Tesla to fix things even when it’s under warranty. Tesla is one of the most untrustworthy companies you can buy from.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Adam,https://www.trustpilot.com/users/64a435d8c57f3d0012dd334e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a42bb641d607e46d29a2a3,2023-07-04 16:24:54+00:00,Always had a great experience with Tesla,Always had a great experience with Tesla,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Sebastian Chatt,https://www.trustpilot.com/users/5cb1ae8c2d7a95eb3502ae74/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a4242e463a240daa645698,2023-07-04 15:52:46+00:00,Great car,"Great car, had for 15 months now, no problems whatsoever, very cheap to run  ( no, or very minimal servicing) and covers all journeys with pleasure. Range anxiety really is not a problem with these and their excellent supercharger network.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Raymond De Rosa,https://www.trustpilot.com/users/53e2519a0000640001831155/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3fce1be756d1e78bb58ae,2023-07-04 13:05:05+00:00,Tesla model S,"I have had the Tesla Model S for 5 years. No issues and I only need to buy it tyres. 99,000 miles, battery still at over 94% and their Superchargers are excellent. Tyres lasting 20-25k and average w/mile 248.It’s a great touring car, accommodates 5 adults and luggage or 2M long benches.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Stephen Hirst,https://www.trustpilot.com/users/583593c10000ff000a5a3696/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3fc3d19c0e40f205cc541,2023-07-04 13:02:21+00:00,Awesome products......,Awesome products......After Tesla cancelled RHD Model S Plaid bookings I looked everywhere for another vehicle to take it's place!  No luck!  Eventually I accepted the compromise and purchased a LHD car in the UK - the car is awesome - so glad I did :),,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,"Mark M, Cheshire",https://www.trustpilot.com/users/4f21dc26000064000112c165/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3f4842498857cf72dffa7,2023-07-04 12:29:24+00:00,Model 3 P since Sept 2019 - good response to issues,"We've had our Model 3 P since Sept 2019 from new and our interaction and response from Tesla has always been great. Either with Milton Keynes or Northampton Service Centres or the mobile rangers. Can't fault them when responding and fixing the few issues that we have had with the car, either warranty work or minor faults with the car.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,John,https://www.trustpilot.com/users/5dbc2020cd6c35c910a3abe3/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3e32adfc93563345cfaf6,2023-07-04 11:15:22+00:00,By far the best car I’ve owned,"By far the best car I’ve owned. Tesla are the best when it comes to efficiency and technology. I’ve had 2 very minor issues in 3 years and booking it in via the app is so easy. Both times they came to me with a mobile service technician who was brilliant. When reading reviews on here you’ll mostly find that people only post negative reviews, as everyone else is very pleased with their cars.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Jonty Oglesby,https://www.trustpilot.com/users/64a3e323cb12ad001230c88a/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3e25d4ee626e01c2f573f,2023-07-04 11:11:57+00:00,Let down by poor customer service,"Tesla helpline staff by individuals who do not understand the technical issues and do no more than pay platitudes. No issues ever followed up, phone calls not returned, promises not delivered. A complete nightmare which makes operating the car a real challenge. Would never buy a Tesla again.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,CDD,https://www.trustpilot.com/users/57d2771f0000ff000a42c9ed/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a3da6b608594be2dd1c485,2023-07-04 10:38:03+00:00,"Excellent service, great cars.","I've owned a 2014 Model S85 for seven years, it's a great car.  I just bought a replacement, a 2017 Model S75, and in a continuation of the excellent service I've had in the past, last week I had a Ranger come out to fix a door handle under warranty, at my home.Excellent service, great cars.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Geoff,https://www.trustpilot.com/users/590733090000ff000a93060d/,Rating,5,1,5,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a2b0c68ed59f45b6addb86,2023-07-03 13:28:07+00:00,"hard to contact, and no customer service.","Sadly our experience with TESLA has been very poor and I would be reluctant to recommend them. Called out to assist with a German Tesla involved in an RTA, collision damage to the front end and steering. Tesla repair centre Edinburgh refused to accept the car saying they only do 'bumps and scrapes', Eastern Western approved accident repair centre also refused to take the car. Tried to phone TESLA for help, got through to their collision centre in Dartford, they could offer no advice on how to proceed.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Thorburn ,https://www.trustpilot.com/users/60e4064155ac4c001207d83e/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a2a12f1584b599e58f8ae5,2023-07-03 12:21:36+00:00,Wish I could give Tesla ZERO stars for…,Wish I could give Tesla ZERO stars for customer service and support. It’s as good as non existent! Allegedly their EV technology is good but what’s the point when the customer service and support are appalling! If after a long wait on the phone you’re fortunate enough to speak to a human being they don’t have the requisite knowledge to assist you. I’m learning about the car and issues by watching YouTube videos and talking to other Tesla owners.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Shoaib Shamsi,https://www.trustpilot.com/users/5f2d6afc31b5cb50c5c26db8/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/64a13eedfd8a3a1a3b51dc72,2023-07-02 11:10:05+00:00,Tesla buyer beware,"**UPDATE: NO RESPONSE FROM TESLA TO THIS REVIEW. SHOWS YOU HOW LITTLE THEY CARE. THE TECH IS GOOD.  THATS ALL........ I have a love hate relationship with my 2022 Model 3. Drive and efficiency are brilliant. However; the interior build, paint work and panel gaps are pathetic. I am disappointed everytime I drive it as the pleasure is very quickly replaced by frustration and anger on just how poor this car really is. I have to think back to my 1997 Toyota to compare a worse vehicle and maybe thats unfair to Toyota. My Tesla is not a premium vehicle, it comes with laughable customer service who plainly do not care or are not empowered to care. The facilities are my local Tesla gargage are dirty, smelly and fall far short of almost any other garage I have been in this certury, the grounds around it are a mess also. I have rejected my car twice now, but even the finance company is ignored by them. I'd request a face to face meeting with a Customer Relations Manager who can actually think for themselves who gives a moment for someone who invested 60k in September 2022 whose car is now valued by Tesla as a trade in at 25k, but 35k by a rival company. Even so, one garage openly told me they didnt want my car as a trade in, due to the up and down pricing. So how about it, I'll come to Holland at my expense and lets discuss how Tesla can make me believe in the brand again.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,David,https://www.trustpilot.com/users/64a13e4c57c2de0012da7888/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649f828893c6baf214e71cef,2023-07-01 03:34:00+00:00,Very bad customer service,"Very bad customer service. We tried to buy a Tesla. After ordering and paying the order fee, the person from Tesla called us on the same day evening and said you have to come in today otherwise we will give the car to another person.but we couldn’t because it was already late evening for us. The agreement order said we had a few more days to pick up the car, but they do not follow what’s on the agreement.Very frustrating and disappointing.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,graciela saldivar,https://www.trustpilot.com/users/649f8280e4b8c60012cade06/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649f7aed44f03231117d83aa,2023-07-01 03:01:33+00:00,Booked a test drive online with Tesla Adelaide and will never deal with them again.,"Booked a test drive online with the Tesla dealer at Adelaide airport. They accepted my booking, I drove 45 minutes to get there only for them to tell me ""we dont actually have that car available but you can test drive something else"" !!!!! What a waste of time. I was ready to purchase a car and was seriously considering a Tesla, however given this interaction at the very first stage of dealing with Tesla and considering this is, I assume where they are most likely to give you their best service to actually get you across the line then I can only imagine how poor the rest of their customer service is. I change my Wife's and my own car every 3 years and have done so for a very long time and this rates as the worst dealership service I have come across when considering Toyota, Hyundai, Holden, Kia, VW and Ford. The only benefit I see here is that the 1.5 hrs I have wasted this morning will save me 3 years of misery in the future.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Cam,https://www.trustpilot.com/users/649f7ada0a35690012f991d2/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649f0f35b84244a54d9b21ea,2023-06-30 19:21:57+00:00,Service quality dropped,40 mins wait time on phoneNo apologies Expected me to edit on site 4 hours no courtesy carWhat a jokeI am not thinking about a new Tesla,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Paul,https://www.trustpilot.com/users/614b5cb910869900113b3657/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649da47a5bc5b175cf35d124,2023-06-29 17:34:18+00:00,Absolutely horrible customer service from Tesla!,"Absolutely horrible customer service! I contacted Tesla yesterday about still not receiving my 3 months of free supercharging since purchasing my new Tesla on June 21st. They then referred me to my advisor, who didn't help, who then referred me to the Tesla 877 number. I have called this Tesla 877 number numerous times in the past 2 weeks and have yet to have a representative answer. Is there no way to actually reach a human to get an answer to my questions? This is insane treatment for any customer, let alone a brand new customer, and the price you pay for these cars",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,David,https://www.trustpilot.com/users/649da422e4b8c60012c9d28a/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649d350f2b83cdf7acb5a364,2023-06-29 09:38:55+00:00,Absolutely awful customer service,"Absolutely awful customer service. Extremely disappointed. Had a Model 3 bought and, while it never did feel right, we went through the very non personal process and tried negotiating the down payment with the stipulation all other numbers had to remain the same. Down payment was adjusted but the monthly payment went up. Zero communication about anything and had I not noticed it and questioned it, I would have been stuck. In the end, I cancelled the deal. Tesla took the $6000 down payment out of my account anyway. I called to request the money be refunded immediately, and was put on hold for over 1 1/2 hours and the only answer I got was via text message the it would take 6-8 weeks to get my money back. Totally unacceptable. The communication was awful. The customer service was awful and the people I spoke to were extremely rude and condescending. I couldn't leave a zero star review or I would have. Trying to do business with this company is definately not recommended.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,customer,https://www.trustpilot.com/users/5e0c67e7b14ccf824df8e0b9/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649c619a7dc17a47e0fe6de7,2023-06-28 18:36:42+00:00,Tesla don't pay their bills,"Tesla are horrific to deal with from a business to business perspective.  As a small family owned vehicle bodyshop we did work for them and they are still owe us £1600 for work completed 2 years ago, which we even have a purchase order for from them.  Despite chasing this for the 2 years it remains outstanding and they keep promising payment which never materialises.  As a small business this is a serious amount of money.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Linda Dawson,https://www.trustpilot.com/users/5b911abb4de5666d3489413c/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649c1efe2bbf93a33fe46983,2023-06-28 13:52:30+00:00,Worst customer service ever at Tesla…,"Worst customer service ever at Tesla Peabody in MA. Almost always say they have to keep the car when you arrive but never say so in advance even though they know exactly the issues to be dealt with.Have increased the time to repair and now ""diagnostics"" take them 5 days. Despite the poor app, wait times, inability to process work quickly and keep cars even longer, now they don't give loaners if you're out of warranty. So you have to guess that you need to arrange a rental (though you may live 2 hours from dealership) and pay out of pocket or just forgo the repair.Their estimates do not bear up to reality and they seem to think everyone lives around the corner. I have had them tell me a job would take a couple days so I had to get a loaner and after driving back home 2 hours only for them to say the job was done 3 hours after I left the car, wasting another whole day in driving.They seem to have forgotten the promise to not make money on service as repairs have only gotten more expensive.Representatives act like you did something wrong when you register shock that a windshield and door handle repair will take 5 days.Service gets worse every year and there is no-one in the center who listens or takes you seriously.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Bad Tesla Service,https://www.trustpilot.com/users/649c1eeb3006ac0012f678a3/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649b68d30e84816c4b718bd4,2023-06-28 00:55:15+00:00,Teslas customer service is terrible,Once you order your vehicle Tesla responds to your text messages immediately. Once l you pick up your vehicle they don’t  respond to you at all. Customer Service is the worst. Everything is done on the app. Seven days into my lease I’m already regretting leasing the Tesla Model Y. I noticed yesterday that there is a chip on the dash that was not caused by me. For two days I’ve been texting for someone to call me and still have not received a call. Three years can’t go by fast enough. I would rather have a gas vehicle with five star customer service.,,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Pam,https://www.trustpilot.com/users/649b68c15f2b2d001241eb70/,Rating,5,1,2,https://www.trustpilot.com/#/schema/Organization/1
Review,https://www.trustpilot.com/#/schema/Review/www.teslamotors.com/649aaed8dcce9dea483ebd62,2023-06-27 11:41:44+00:00,Tesla customer service is totally…,"Tesla customer service is totally NONSENSE and application they are using in back end are useless. Don't know how they agreed with it. Never ever get the final amount right and their application always shows wrong price to pay.Managers are there but not to solve the issue and they always there hide to face the customer.TESLA Customer service is NONSENSE. Not helpful even though we pay the money.Finally GOD knowns about the car mileage, as they say one thing on website and in practical miles won't come as shown.",,https://www.trustpilot.com/#/schema/Organization/www.teslamotors.com,Person,Guha Infotech,https://www.trustpilot.com/users/649aaebc5f2b2d0012417cf9/,Rating,5,1,1,https://www.trustpilot.com/#/schema/Organization/1
